budget,genre,gross,name,rating,released,runtime,votes,winner
0,Adventure,4358940,Wagons East,PG-13,8/26/94,107,4191,0
45000000,Action,30806194,I Love Trouble,PG,6/29/94,123,10145,0
0,Comedy,19281235,House Party 3,R,1/12/94,100,2684,0
2000000,Comedy,2260622,Leprechaun 2,R,4/8/94,85,6778,0
0,Comedy,7892208,Blankman,PG-13,8/19/94,92,7048,0
0,Action,1422749,Death Machine,R,5/26/95,99,3032,0
0,Drama,4176932,Priest,R,3/24/95,105,8634,0
0,Comedy,319123,Trading Mom,PG,5/13/94,100,1451,0
0,Biography,2392599,Backbeat,R,4/15/94,100,5047,0
0,Action,173526,Ashes of Time,R,9/17/94,100,10951,0
0,Comedy,2667163,The Scout,PG-13,9/30/94,101,5255,0
3000000,Drama,6101600,The Secret of Roan Inish,PG,2/3/95,103,6305,0
0,Comedy,11384038,Cops and Robbersons,PG,4/15/94,93,5507,0
7000000,Biography,2144667,Mrs. Parker and the Vicious Circle,R,11/23/94,125,3789,0
0,Adventure,12712,War of the Buttons,PG,9/29/95,94,3452,0
20000000,Comedy,27053498,Guarding Tess,PG-13,3/11/94,96,13526,0
15000000,Crime,3038499,China Moon,R,3/4/94,99,4508,0
30000000,Comedy,1519366,Being Human,PG-13,5/6/94,122,3439,0
0,Crime,202458,A Pure Formality,PG-13,5/26/95,108,7749,0
17080000,Comedy,21011500,The Air Up There,PG,1/7/94,107,7663,0
20000000,Action,305070,Rapa Nui,R,9/9/94,107,4075,0
0,Adventure,5777916,Trapped in Paradise,PG-13,12/2/94,111,10599,0
2300000,Crime,1095885,Little Odessa,R,5/19/95,98,6076,0
13000000,Comedy,3134081,The Favor,R,4/29/94,97,2201,0
0,Comedy,63649,S.F.W.,R,1/20/95,96,4242,0
0,Comedy,20664501,Speechless,PG-13,12/16/94,99,4298,0
0,Biography,1007583,Cobb,R,12/2/94,128,6227,0
15000000,Comedy,70936,It Runs in the Family,PG,9/23/94,85,1234,0
0,Family,9979683,Lassie,PG,7/22/94,94,4198,0
0,Biography,2122948,Farinelli,R,3/17/95,111,5412,0
0,Drama,3428774,A Simple Twist of Fate,PG-13,9/2/94,106,4420,0
2300000,Comedy,856422,Amateur,R,5/19/95,105,4804,0
30000000,Drama,3180674,Silent Fall,R,10/28/94,100,3114,0
0,Crime,3313633,The Glass Shield,PG-13,6/2/95,109,2960,0
3200000,Comedy,7266973,Barcelona,PG-13,7/29/94,101,4843,0
10500000,Comedy,123509,There Goes My Baby,R,9/2/94,99,902,0
0,Adventure,8878839,White Fang 2: Myth of the White Wolf,PG,4/15/94,100,1764,0
0,Drama,124693,Oleanna,NOT RATED,11/4/94,89,2499,0
30000000,Crime,3692874,Jimmy Hollywood,R,3/30/94,112,2702,0
0,Comedy,3021629,Princess Caraboo,PG,9/16/94,97,2187,0
44000000,Comedy,10209111,I'll Do Anything,PG-13,2/4/94,115,2180,0
15000000,Comedy,1299060,Radioland Murders,PG,10/21/94,108,2920,0
200000,Horror,986314,Mosquito,R,11/21/94,92,1715,0
0,Comedy,766464,The Sum of Us,R,3/8/95,100,4544,0
0,Drama,464423,The Browning Version,R,10/12/94,97,2624,0
0,Comedy,9398308,Angie,R,3/4/94,107,1838,0
0,Comedy,1746050,Vanya on 42nd Street,PG,10/19/94,119,3622,0
0,Drama,759393,Double Happiness,PG-13,7/28/95,87,961,0
15000,Drama,2408311,Go Fish,R,7/8/94,83,1742,0
10700000,Comedy,1238080,"Car 54, Where Are You?",PG-13,1/28/94,89,4018,0
0,Drama,8534,River of Grass,NOT RATED,10/13/95,76,626,0
0,Biography,538534,Tom & Viv,PG-13,12/2/94,100,1357,1
1000000,Drama,446934,Nadja,R,9/1/95,93,2586,0
0,Drama,917915,Wild Reeds,NOT RATED,5/10/95,110,4397,0
0,Drama,152457,Ladybird Ladybird,R,1/1/95,101,2568,0
19200000,Adventure,3337685,Squanto: A Warrior's Tale,PG,10/28/94,102,939,0
0,Comedy,304852,Dance Me Outside,R,3/10/95,84,957,0
0,Comedy,642000,The Monster,R,4/19/96,112,8177,0
0,Drama,40300,Through the Olive Trees,G,1/25/95,103,4232,0
0,Adventure,1000000,"Little Indian, Big City",PG,12/14/94,100,3362,0
18000000,Comedy,7503192,Clean Slate,PG-13,5/6/94,107,3264,0
0,Comedy,713234,Holy Matrimony,PG-13,4/8/94,93,1113,1
0,Comedy,366506,Maybe... Maybe Not,R,7/12/96,93,5089,0
20000000,Comedy,2308390,A Good Man in Africa,R,9/9/94,94,2032,0
0,Drama,111015,I Can't Sleep,UNRATED,5/18/94,110,894,0
0,Action,311922,La fille de d'Artagnan,R,8/24/94,125,2764,0
33000000,Crime,100125643,Se7en,R,9/22/95,127,1134655,0
50000000,Action,100475249,Jumanji,PG,12/15/95,104,232339,0
72000000,Biography,75600000,Braveheart,R,5/24/95,178,807256,2
6000000,Crime,23341568,The Usual Suspects,R,9/15/95,106,814470,2
60000000,Action,67436818,Heat,R,12/15/95,170,470080,0
12000000,Comedy,56631572,Clueless,PG-13,7/19/95,97,136975,0
55000000,Animation,141600000,Pocahontas,G,6/23/95,81,133708,2
29000001,Mystery,57141459,Twelve Monkeys,R,1/5/96,129,500403,0
30000000,Animation,191796233,Toy Story,G,11/22/95,81,694113,1
100000000,Action,184031112,Batman Forever,PG-13,6/16/95,121,203965,1
60000000,Action,106600000,GoldenEye,PG-13,11/17/95,130,209588,0
52000000,Crime,42438300,Casino,R,11/22/95,178,367532,1
1500000,Drama,7417210,Kids,UNRATED,9/1/95,91,63097,0
45000000,Drama,20302961,Showgirls,NC-17,9/22/95,128,53325,0
50000000,Comedy,100328194,Casper,PG,5/26/95,100,94596,0
0,Animation,515905,Ghost in the Shell,NOT RATED,3/29/96,83,101716,0
3500000,Comedy,27467564,Friday,R,4/26/95,91,82224,0
2500000,Drama,5535405,Before Sunrise,R,1/27/95,101,207167,0
18000000,Action,70454098,Mortal Kombat,PG-13,8/18/95,101,87007,0
52000000,Adventure,173837933,Apollo 13,PG,6/30/95,140,224635,2
20000000,Comedy,7564000,Hackers,PG-13,9/15/95,107,57821,0
19000000,Action,65807024,Bad Boys,R,4/7/95,119,186965,0
90000000,Action,100012499,Die Hard with a Vengeance,R,5/19/95,128,317792,0
10000000,Comedy,25588750,Billy Madison,PG-13,2/10/95,89,112423,0
175000000,Action,88246220,Waterworld,PG-13,7/28/95,135,153742,1
50000000,Action,81022101,Congo,PG-13,6/9/95,109,36705,0
16000000,Drama,43182776,Sense and Sensibility,PG,1/26/96,136,84237,2
30250000,Comedy,72077000,Get Shorty,R,10/20/95,105,66364,0
62000000,Comedy,65000000,The American President,PG-13,11/17/95,114,45293,1
25000000,Action,4064333,Tank Girl,R,3/31/95,104,26302,0
9500000,Drama,30862146,Powder,PG-13,10/27/95,111,25582,0
35000000,Action,60074103,Species,R,7/7/95,108,64667,0
18000000,Fantasy,1513028,The City of Lost Children,R,12/15/95,112,58437,0
3600000,Drama,31968347,AdiÛs a Las Vegas,R,2/9/96,111,99239,0
0,Biography,2424439,The Basketball Diaries,R,4/21/95,102,86655,0
7000000,Action,25625110,Desperado,R,8/25/95,104,147918,0
0,Comedy,17689177,Heavy Weights,PG,2/17/95,100,21136,0
0,Comedy,303841,Empire Records,PG-13,10/20/95,90,40911,0
30000000,Comedy,66600000,"Babe, el puerquito valiente",G,8/4/95,91,100541,0
42000000,Action,7919000,Strange Days,R,10/13/95,145,57697,0
30000000,Adventure,108385533,Ace Ventura: When Nature Calls,PG-13,11/10/95,90,172305,0
4000000,Comedy,4301331,Four Rooms,R,12/25/95,98,83723,0
0,Crime,309811,La Haine,NOT RATED,2/23/96,98,115435,0
17000000,Comedy,81057016,While You Were Sleeping,PG,4/21/95,103,76882,0
32000000,Action,18636537,R·pida y mortal,R,2/10/95,107,73223,0
0,Adventure,29412050,Major Payne,PG-13,3/24/95,100,24344,0
70000000,Action,34693481,Judge Dredd,R,6/30/95,96,95091,0
0,Animation,35348597,A Goofy Movie,G,4/7/95,78,36877,0
22000000,Horror,9417567,Village of the Damned,R,4/28/95,99,23569,0
0,Adventure,32700000,Tommy Boy,PG-13,3/31/95,97,66163,0
17000000,Drama,10019307,A Little Princess,G,5/19/95,97,26945,1
12000000,Comedy,46576136,The Brady Bunch Movie,PG-13,2/17/95,90,18224,0
11000000,Crime,39387284,Dead Man Walking,R,2/2/96,122,77349,2
25000000,Comedy,69870000,Grumpier Old Men,PG-13,12/22/95,101,20718,0
0,Comedy,36474193,"To Wong Foo Thanks for Everything, Julie Newmar",PG-13,9/8/95,109,22962,0
0,Comedy,27400000,Now and Then,PG-13,10/20/95,100,22719,0
0,Comedy,19474589,It Takes Two,PG,11/17/95,101,16200,0
20000000,Drama,32051917,Copycat,R,10/27/95,123,45066,0
0,Crime,24361867,Dolores Claiborne,R,3/24/95,132,30927,0
15000000,Action,37804616,Mighty Morphin Power Rangers: The Movie,PG,6/30/95,95,21647,0
50000000,Action,67823573,Outbreak,R,3/10/95,127,95549,0
9000000,Drama,1037847,Dead Man,R,5/10/96,121,77407,0
53000000,Action,91400000,Crimson Tide,R,5/12/95,116,86579,1
24000000,Drama,71516617,The Bridges of Madison County,PG-13,6/2/95,135,58975,1
23000000,Biography,84919401,Dangerous Minds,R,8/11/95,99,40880,0
20000000,Comedy,21284514,To Die For,R,10/6/95,106,36974,0
0,Comedy,704543,Kicking and Screaming,R,10/6/95,96,7594,0
6000000,Comedy,2122561,Mallrats,R,10/20/95,94,103484,0
5000000,Horror,15116634,Halloween: The Curse of Michael Myers,R,9/29/95,87,22890,0
60000000,Action,50024083,Under Siege 2: Dark Territory,R,7/14/95,100,38220,0
25000000,Action,19076000,Johnny Mnemonic,R,5/26/95,100,58885,0
0,Crime,38290723,Higher Learning,R,1/11/95,127,15576,0
20000000,Drama,50012507,A Walk in the Clouds,PG-13,8/11/95,102,26520,0
15000000,Comedy,6700000,Mighty Aphrodite,R,11/10/95,95,33697,2
50000000,Action,30306268,Assassins,R,10/6/95,132,67317,0
58000000,Comedy,53672080,Sabrina,PG,12/15/95,127,31451,2
28000000,Adventure,31600000,Rob Roy,R,4/14/95,139,36234,1
55000000,Action,37600435,First Knight,PG-13,7/7/95,134,59052,0
30000000,Comedy,10693649,Dr·cula: Muerto pero feliz,PG-13,12/22/95,88,32629,0
98000000,Action,10017322,Cutthroat Island,PG-13,12/22/95,124,22527,0
13000000,Action,21088568,Tales from the Crypt: Demon Knight,R,1/13/95,92,17728,0
22000000,Action,50727965,The Net,PG-13,7/28/95,114,51864,0
10000000,Action,24200000,Dead Presidents,R,10/6/95,119,16395,0
0,Comedy,38896854,French Kiss,PG-13,5/5/95,111,40933,0
45000000,Drama,35617599,The Indian in the Cupboard,PG,7/14/95,96,22044,0
23000000,Drama,82569971,Mr. Holland's Opus,PG,1/19/96,143,31602,1
50000000,Drama,10400000,The Scarlet Letter,R,10/13/95,135,12706,0
20000000,Comedy,19751736,Vampire in Brooklyn,R,10/27/95,100,18359,0
0,Animation,11268750,Balto,G,12/22/95,100,32984,0
15000000,Adventure,13406717,A Kid in King Arthur's Court,PG,8/11/95,89,4897,0
8000000,Action,16115878,The Prophecy,R,9/1/95,98,25657,0
30000000,Comedy,76594000,Father of the Bride Part II,PG,12/8/95,106,28658,0
0,Drama,1194152,When Night Is Falling,R,11/17/95,94,5706,0
800000,Comedy,4771000,Welcome to the Dollhouse,R,5/24/96,88,28073,0
30000000,Action,2167808,Wild Bill,R,12/1/95,98,5307,0
20000000,Sci-Fi,5781885,Asesinos cibernÈticos,R,1/26/96,108,21565,0
6500000,Comedy,9685976,The Baby-Sitters Club,PG,8/18/95,94,4594,0
8000000,Biography,339889,Total Eclipse,R,11/3/95,111,11309,0
30000000,Action,24048000,Virtuosity,R,8/4/95,106,24720,0
50000000,Biography,13560960,Nixon,R,1/5/96,192,25426,1
50000000,Crime,9795017,Jade,R,10/13/95,95,9815,0
12000000,Comedy,17725500,The Big Green,PG,9/29/95,100,7500,0
12000000,Horror,13293081,Lord of Illusions,R,8/25/95,109,11887,0
7500000,Action,32392047,Rumble in the Bronx,R,2/23/96,104,32513,0
1000000,Drama,512245,Safe,R,6/30/95,119,9448,0
0,Action,36853222,Just Cause,R,2/17/95,102,20952,0
10000000,Comedy,23574130,How to Make an American Quilt,PG-13,10/6/95,117,9152,0
0,Comedy,442965,The Last Supper,R,4/5/96,92,12713,0
11000000,Drama,2112951,Othello,R,1/19/96,123,7965,1
0,Comedy,50892160,Something to Talk About,R,8/4/95,106,11105,0
16000000,Comedy,67052156,Waiting to Exhale,R,12/22/95,124,7977,0
0,Horror,1781383,El triturador,R,3/3/95,106,7031,0
0,Drama,17382000,Murder in the First,R,1/20/95,122,23058,0
0,Adventure,30077111,Free Willy 2: The Adventure Home,PG,7/19/95,95,13906,0
35000000,Action,20350171,Sudden Death,R,12/22/95,111,27472,0
0,Comedy,69700000,Nine Months,PG-13,7/12/95,103,31410,0
25000000,Crime,13040603,Clockers,R,9/13/95,128,17650,0
0,Action,15324,The Day of the Beast,R,12/23/98,103,13867,0
0,Drama,23397365,CÌrculo de amigos,PG-13,4/7/95,103,7310,0
0,Action,24700000,Operation Dumbo Drop,PG,7/28/95,107,7352,0
0,Comedy,40070995,Man of the House,PG,3/3/95,96,7041,0
7000000,Crime,529766,Things to Do in Denver When You're Dead,R,12/1/95,115,23358,0
11000000,Comedy,178104,Canadian Bacon,PG,9/22/95,91,14286,0
5500000,Drama,11079373,My Family,R,5/3/95,128,3222,0
0,Adventure,23735802,Tom and Huck,PG,12/22/95,97,8150,0
0,Action,259319,The Doom Generation,R,10/27/95,83,12096,0
500000,Comedy,1148752,Living in Oblivion,R,7/21/95,90,13615,0
7000000,Comedy,8349430,Smoke,R,6/9/95,112,29466,0
27000000,Crime,16030096,Devil in a Blue Dress,R,9/29/95,102,14406,0
9000000,Drama,832910,The Crossing Guard,R,11/16/95,111,11262,0
0,Adventure,6029091,Gold Diggers: The Secret of Bear Mountain,PG,11/3/95,94,3561,0
68000000,Action,35324232,Money Train,R,11/22/95,110,34091,0
0,Drama,62949,Delta of Venus,R,10/13/95,99,1596,0
33000000,Action,8169363,Nick of Time,R,11/22/95,90,34436,0
20000000,Comedy,17518220,Home for the Holidays,PG-13,11/3/95,103,9567,0
40000000,Action,14942422,Kiss of Death,R,4/21/95,101,14977,1
0,Drama,2600000,Richard III,R,12/29/95,110,12218,1
6000000,Crime,11797927,Tales from the Hood,R,5/24/95,98,5082,0
17000000,Drama,7603766,Losing Isaiah,R,3/17/95,111,4713,0
21000000,Comedy,23450000,Boys on the Side,R,2/3/95,115,10182,0
32000000,Adventure,8247627,Tall Tale,PG,3/24/95,98,2814,0
15000000,Drama,6014340,The Walking Dead,R,2/24/95,88,652,0
0,Adventure,7919823,Bushwhacked,PG-13,8/4/95,90,4842,0
25000,Comedy,10246600,The Brothers McMullen,R,8/9/95,98,6598,0
0,Comedy,12100000,Bye Bye Love,PG-13,3/17/95,106,4239,0
50000000,Action,11534477,Fair Game,R,11/3/95,91,10655,0
0,Adventure,7400000,Last of the Dogmen,PG,9/8/95,118,4209,0
0,Drama,5304000,Angels and Insects,R,1/26/96,116,4083,1
0,Drama,2568429,The Cure,PG-13,4/21/95,97,8061,0
0,Comedy,4821759,Angus,PG-13,9/15/95,90,5736,0
0,Comedy,407618,3 Ninjas Knuckle Up,PG-13,4/7/95,85,4527,0
0,Drama,986128,Heavy,R,6/5/96,105,3835,0
0,Adventure,4686937,Senior Trip,R,9/8/95,91,4845,0
250000,Comedy,1977544,The Incredibly True Adventure of Two Girls in Love,R,6/16/95,94,3759,0
7000000,Drama,3760515,White Man's Burden,R,12/1/95,89,4197,0
0,Comedy,33194500,Forget Paris,PG-13,5/19/95,101,9897,0
15000000,Drama,3987649,Fluke,PG,6/2/95,96,5577,0
0,Horror,13940383,Candyman: Farewell to the Flesh,R,3/17/95,93,8119,0
19000000,Biography,4100000,Restoration,R,2/2/96,117,7894,2
0,Comedy,5221281,Miami Rhapsody,PG-13,1/27/95,95,2821,0
0,Comedy,10904930,The Englishman Who Went Up a Hill But Came Down a Mountain,PG,5/12/95,99,14381,0
0,Horror,302393,The Addiction,UNRATED,10/6/95,82,7077,0
0,Crime,76882,La CÈrÈmonie,NOT RATED,12/20/96,112,7614,0
2000000,Comedy,1275999,Blue in the Face,R,10/13/95,83,8035,0
10000000,Action,6607652,The Hunted,R,2/24/95,100,3978,0
10500000,Comedy,26325256,Houseguest,PG,1/6/95,113,4716,0
0,Drama,30890,Beyond the Clouds,NOT RATED,10/27/95,112,4750,0
15000000,Fantasy,12201255,Hideaway,R,3/3/95,106,5398,0
28000000,Animation,3983912,La piedra y el ping¸ino,G,4/12/95,74,3607,0
0,Comedy,17014653,Jury Duty,PG-13,4/12/95,88,6575,0
6400000,Crime,6849998,Never Talk to Strangers,R,10/20/95,86,5483,0
0,Drama,1162000,The Flower of My Secret,R,3/8/96,103,8430,0
0,Comedy,218626,Jack & Sarah,PG,3/22/96,110,4448,0
0,Drama,230187,Land and Freedom,NOT RATED,3/22/96,109,8477,0
8000000,Comedy,2763020,Dr. Jekyll and Ms. Hyde,PG-13,8/25/95,100,2379,0
0,Drama,15453274,Mad Love,PG-13,5/26/95,93,5568,0
14000000,Biography,2474000,Jefferson in Paris,PG-13,3/31/95,139,2535,0
0,Drama,42202,Ulysses' Gaze,UNRATED,11/1/97,176,4957,0
0,Comedy,4823217,Antonia's Line,R,2/2/96,102,7174,2
0,Crime,3700000,Bad Company,R,1/20/95,108,2411,0
5000000,Crime,3565508,New Jersey Drive,R,4/19/95,98,2341,0
0,Comedy,532268,Funny Bones,R,3/31/95,128,3191,0
4000000,Comedy,258195,An Awfully Big Adventure,R,7/21/95,112,2273,0
0,Comedy,2488858,Moonlight and Valentino,R,9/29/95,105,3086,0
150000,Comedy,472370,Party Girl,R,6/9/95,94,3784,0
23000000,Action,5750110,Beyond Rangoon,R,8/25/95,100,4306,0
0,Comedy,3487767,Jeffrey,R,8/18/95,92,5075,0
0,Family,7506759,The Amazing Panda Adventure,PG,8/25/95,100,3344,0
0,Drama,6834525,Panther,R,5/3/95,100,1943,0
3000000,Comedy,294991,Rumpelstiltskin,R,11/24/95,87,1935,0
6500000,Crime,536023,The Underneath,R,4/28/95,99,2718,0
0,Adventure,11642946,Far from Home: The Adventures of Yellow Dog,PG,1/13/95,81,2182,0
0,Biography,3242342,Carrington,R,11/10/95,121,4621,0
0,Drama,1110104,Georgia,R,12/8/95,115,2530,1
0,Adventure,3674841,Born to Be Wild,PG,3/31/95,100,1191,0
0,Drama,7025496,Three Wishes,PG,10/27/95,115,2311,0
0,Comedy,7557877,The Jerky Boys,R,2/3/95,100,2209,0
11000000,Comedy,2832826,The Perez Family,R,5/12/95,100,1847,0
6000000,Action,5093707,Top Dog,PG-13,4/28/95,86,2629,0
0,Adventure,47687,Napoleon,G,10/10/97,81,1353,0
0,Drama,26282,Two Bits,PG-13,11/22/95,85,2903,0
2000000,Horror,1204430,Mute Witness,R,9/15/95,95,4634,0
0,Drama,116797,The Star Maker,R,3/8/96,113,4129,1
0,Comedy,911310,Stuart Saves His Family,PG-13,4/12/95,100,2375,0
8000000,Drama,493007,The Grass Harp,PG,10/11/96,107,3093,0
0,Comedy,3992809,Gordy,G,5/12/95,100,1701,0
0,Biography,65682,Killer: A Journal of Murder,R,9/6/96,91,1888,0
0,Drama,76875,Flirt,R,8/7/96,85,1677,0
0,Adventure,1877179,The Horseman on the Roof,R,10/6/95,135,5076,0
0,Crime,1176982,Destiny Turns on the Radio,R,4/28/95,102,1959,0
22000000,Comedy,12100000,Roommates,PG,3/3/95,108,1509,1
0,Comedy,346839,A Midwinter's Tale,R,2/16/96,99,2095,0
0,Adventure,2643346,Magic in the Water,PG,8/30/95,98,1681,0
0,Adventure,15054389,Wings of Courage,G,9/18/96,50,537,0
0,Comedy,7929241,Unstrung Heroes,PG,9/22/95,93,2788,1
0,Comedy,2196534,A Month by the Lake,PG,9/22/95,92,1897,0
0,Drama,136153,A Single Girl,TV-MA,10/30/96,90,1272,0
150000,Drama,474047,The White Balloon,UNRATED,11/27/95,85,5258,0
10000000,Musical,44757,The Fantasticks,PG,1/1/95,86,1008,0
0,Drama,961147,Separate Lives,R,9/8/95,102,596,0
92000000,Action,241721524,Twister,PG-13,5/10/96,113,152463,1
3500000,Drama,16501785,Trainspotting,R,8/9/96,94,530849,1
7000000,Crime,24611975,Fargo,R,4/5/96,98,500735,2
14000000,Horror,103046663,Scream,R,12/20/96,111,238628,0
19000000,Action,25753840,From Dusk Till Dawn,R,1/19/96,108,236890,0
75000000,Action,306169255,Independence Day,PG-13,7/3/96,145,461225,2
14500000,Drama,46351345,Romeo + Juliet,PG-13,11/1/96,120,180239,0
36000000,Comedy,33084249,Matilda,PG,8/2/96,98,98249,0
12000000,Comedy,38624000,Happy Gilmore,PG-13,2/16/96,92,166846,0
3000000,Crime,4109095,Kama Sutra: A Tale of Love,R,2/28/97,117,8807,0
44000000,Crime,49100000,Sleepers,R,10/18/96,147,163662,1
27000000,Drama,78651430,The English Patient,R,12/6/96,162,152610,2
50000000,Comedy,153952592,Jerry Maguire,R,12/13/96,139,204244,2
15000000,Drama,24881000,The Craft,R,5/3/96,101,62195,0
80000000,Action,180981856,Mission: Impossible,PG-13,5/22/96,110,323291,0
30000000,Crime,56116183,Primal Fear,R,4/3/96,129,144847,1
80000000,Animation,90463534,Space Jam,PG,11/15/96,88,124368,0
75000000,Action,134069511,The Rock,R,6/7/96,136,274324,1
0,Drama,20754000,Fear,R,4/12/96,97,34037,0
40000000,Crime,108766007,A Time to Kill,R,7/24/96,149,108790,0
70000000,Comedy,37771017,Mars Attacks!,PG-13,12/13/96,106,183327,0
4000000,Horror,16675000,Hellraiser: Bloodline,R,3/8/96,85,15579,0
36000000,Biography,20191312,The People vs. Larry Flynt,R,1/10/97,129,76047,1
31000000,Comedy,124060553,The Birdcage,R,3/8/96,117,66577,1
40000000,Horror,27663982,The Island of Dr. Moreau,PG-13,8/23/96,96,27551,0
100000000,Animation,100138851,The Hunchback of Notre Dame,G,6/21/96,91,113772,1
25000000,Drama,7340103,The Crucible,PG-13,11/27/96,124,30726,1
26000000,Comedy,25809813,That Thing You Do!,PG,10/4/96,108,53448,1
890000,Drama,24475416,Sling Blade,R,3/14/97,135,76760,2
45000000,Action,92001027,First Contact,PG-13,11/22/96,111,103044,1
9000000,Drama,2038450,Crash: ExtraÒos placeres,NC-17,3/21/97,100,44693,0
55000000,Action,56569216,Executive Decision,R,3/15/96,133,43393,0
45000000,Comedy,53854588,Tin Cup,R,8/16/96,135,40040,0
7000000,Comedy,560069,Bottle Rocket,R,2/21/96,91,58644,0
15000000,Comedy,26757000,Bio-Dome,PG-13,1/12/96,88,22728,0
75000000,Adventure,136189294,101 Dalmatians,G,11/27/96,103,81872,0
3800000,Comedy,20109115,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,R,1/12/96,89,40789,0
27000000,Comedy,24944213,Kingpin,PG-13,7/26/96,113,67115,0
38000000,Animation,28934758,James and the Giant Peach,PG,4/12/96,79,52633,1
4500000,Crime,3798532,Bound,R,10/4/96,108,43599,0
40000000,Comedy,33109743,Striptease,R,6/28/96,115,36876,0
26000000,Comedy,105489203,The First Wives Club,PG,9/20/96,103,34686,1
8500000,Fantasy,15171475,Thinner,R,10/25/96,93,22170,0
57000000,Action,51367375,DragonHeart,PG-13,5/31/96,103,82032,0
54000000,Comedy,128814019,The Nutty Professor,PG-13,6/28/96,95,92803,2
0,Drama,2293037,El libro de cabecera,NOT RATED,6/6/97,126,11067,0
200000,Comedy,4505922,Swingers,R,4/11/97,96,67289,0
47000000,Comedy,60240295,The Cable Guy,PG-13,6/14/96,96,130570,0
18000000,Drama,4414535,Hamlet,PG-13,12/25/96,242,32078,2
30000000,Comedy,16759216,Muertos de miedo,R,7/19/96,110,71729,0
10000000,Drama,4573330,Stealing Beauty,R,6/14/96,118,21747,0
6000000,Comedy,22201883,Emma,PG,8/30/96,120,29972,2
0,Comedy,10597759,Beautiful Girls,R,2/9/96,112,27842,0
50000000,Action,25477365,Escape from L.A.,R,8/9/96,101,58556,0
65000000,Action,33328051,The Long Kiss Goodnight,R,10/11/96,121,63699,0
